City,Description,Temperature (F),Feels Like (F),Minimun Temp (F),Maximum Temp (F),Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Boston,broken clouds,73.76000000000008,74.58800000000005,71.16800000000009,75.50600000000003,1009,80,2.5,2024-07-17 23:59:14,2024-07-18 05:23:35,2024-07-18 20:17:01
